id,latitude,longitude,name,type,color,segment_name,segment_id,url
136,45.443329,-73.577043,Triathlon de Verdun - Vélo:  [UNCLAIMED],UNCLAIMED,000000,Triathlon de Verdun - Vélo,4817901,http://www.strava.com/segments/4817901/compare/,
137,45.434649,-73.591115,Ouimet Sprint:  [Mathieu Gagné],Mathieu Gagné,C7258E,Ouimet Sprint,4261825,http://www.strava.com/segments/4261825/compare/,
138,45.417749,-73.498564,Bridge over Hwy-15:  [Yibing Wen],Yibing Wen,8126C0,Bridge over Hwy-15,9939846,http://www.strava.com/segments/9939846/compare/,
139,45.423126,-73.495102,Lac de la Citiere reverse:  [Yibing Wen],Yibing Wen,8126C0,Lac de la Citiere reverse,4111052,http://www.strava.com/segments/4111052/compare/,
140,45.432822,-73.483552,Parc Radisson:  [Yibing Wen],Yibing Wen,8126C0,Parc Radisson,8106402,http://www.strava.com/segments/8106402/compare/,
141,45.426468,-73.481784,Taschereau - Golf to Piste cyclable :  [Yibing Wen],Yibing Wen,8126C0,Taschereau - Golf to Piste cyclable ,9257476,http://www.strava.com/segments/9257476/compare/,
142,45.431548,-73.467673,Parc Illinois ouest:  [Yibing Wen],Yibing Wen,8126C0,Parc Illinois ouest,5669645,http://www.strava.com/segments/5669645/compare/,
143,45.430409,-73.453283,Du Quarties Tracks -> Des Prairies Path:  [UNCLAIMED],UNCLAIMED,000000,Du Quarties Tracks -> Des Prairies Path,7726844,http://www.strava.com/segments/7726844/compare/,
144,45.441322,-73.442623,Du Quartier Sprint:  [UNCLAIMED],UNCLAIMED,000000,Du Quartier Sprint,5652357,http://www.strava.com/segments/5652357/compare/,
145,45.428316,-73.458404,Matte ( Quartier to Illinois ):  [UNCLAIMED],UNCLAIMED,000000,Matte ( Quartier to Illinois ),8135549,http://www.strava.com/segments/8135549/compare/,
146,45.418238,-73.487229,Taschereau:  Ernest rochette - Rivard:  [UNCLAIMED],UNCLAIMED,000000,Taschereau:  Ernest rochette - Rivard,9300042,http://www.strava.com/segments/9300042/compare/,
147,45.433892,-73.447658,Quartier Sprint - Prairies to Tracks:  [UNCLAIMED],UNCLAIMED,000000,Quartier Sprint - Prairies to Tracks,8500468,http://www.strava.com/segments/8500468/compare/,
